category,file,line,snippet
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,163,| الحكومة | ZATCA + Ejar | Trust Gates ومسارات تكامل جزئية |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,411,- Login المعتمد بخلفية عقارية وشعار ORCA، دُمج في Integration عبر `af4f8b4`.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,413,### الأمن والامتثال
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,421,| ZATCA Saudi Trust Gates | `8bc559a` |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,434,- `REDC` كان مصدر Login المعتمد، وتم حفظه ودمجه.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,435,- `REDC-login` محاولة غير معتمدة ولا تُستخدم.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,492,لـWhatsApp وPaylink وN-Genius وResend وZATCA وEjar وAI providers، مع:
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,517,- ZATCA XML/QR/signing/clearance/reporting حسب المرحلة النظامية.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,574,| أوامر طويلة تنكسر عند اللصق | Pipes متعددة وسكربتات كبيرة | أوامر قصيرة أوملف ps1 موثوق ومراجع |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,697,- ZATCA وEjar.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,755,| REDC | المصدر التاريخي الرئيسي ومصدر Login المعتمد |
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,756,| REDC-login | محاولة Login غير معتمدة |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,5,**الغرض:** تمكين فريق أو منصة تطوير جديدة من استلام ORCA CRM، فهم فكرته وهندسته وحالته الحالية، ثم استكمال التطوير دون فقد العمل المنجز أو تكرار الأخطاء السابقة.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,13,ORCA CRM منصة تشغيل عقاري متعددة المستأجرين **Multi-Tenant Real Estate Operations Platform** موجهة لشركات التطوير العقاري، إدارة الأملاك، التأجير، المبيعات والتحصيل والدعم. تجمع المنصة دورة العميل والعقار والصفقة والتحصيل والتواصل في نظام واحد، بدل الاعتماد على واتساب وملفات Excel وأنظمة منفصلة.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,22,Canonical branch: integration/revenue-integrity
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,51,المنصة لا تستهدف إدارة العملاء فقط؛ بل تعمل كطبقة تشغيل موحدة تجمع:
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,56,- إدارة الأملاك والتأجير.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,70,- يمكن تشغيل وكلاء ذكاء اصطناعي ضمن صلاحيات النظام، لا خارجها.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,77,- شركات إدارة الأملاك.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,88,- مسؤول التأجير وإدارة الأملاك.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,91,- الإدارة التنفيذية.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,92,- Super Admin للمنصة، بصلاحيات منفصلة عن مستخدم Tenant.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,101,- ضعف رؤية الإدارة لحالة المخزون والمبيعات والتحصيل والتأجير.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,122,- Settings وإدارة الفريق والصلاحيات.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,167,## 3.1 إدارة البيئة والأسرار
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,195,Session + Tenant Context + RBAC
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,241,auth/ Session / RBAC / Tenant guards
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,314,├─ Users / Employees / Roles
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,404,### الإدارة والواجهة
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,406,- Settings وإدارة الفريق.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,442,لا تُحذف Worktrees قبل نسخ احتياطي وإثبات أن كل العمل المطلوب في الفرع canonical.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,451,- الفرع الحالي.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,502,- RBAC وAudit.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,531,- صلاحيات مالية وتدقيق غير قابل للتلاعب.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,559,| تشغيل السيرفر من Worktree خاطئ | تعدد المجلدات والفروع | إثبات path/branch/HEAD قبل التشغيل |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,567,| الوصول دون Session | Action أوAPI ناقص guard | Session/RBAC على الخادم قبل أي قراءة أوكتابة |
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,601,- أثبت branch وHEAD وclean status.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,610,Canonical branch confirmed
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,618,- أنشئ Neon branch مؤقتًا فارغًا.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,666,- canonical branch وcommit hash.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,741,## 11.1 المستودع والفرع الحاليان
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,746,Branch: integration/revenue-integrity
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_CRM_Project_Brief_Architecture_Overview_AR_2026-06-26.md,765,لا يبدأ فريق جديد Feature Development قبل إغلاق:
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,390,لوحة super-admin لمراقبة جميع المستأجرين، الاستخدام، والإيرادات
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,362,White-label SaaS وهيمنة السوق
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,374,نظام multi-tenancy — كل عميل SaaS بيئة معزولة بقاعدة بيانات منفصلة
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,382,نظام اشتراكات مع Stripe — خطط شهرية وسنوية مع ترقية وتخفيض تلقائي
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,448,White-label SaaS
TENANT_REGISTRATION_ONBOARDING,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,386,onboarding محاكى — يُنشئ بيانات تجريبية واقعية لكل عميل جديد خلال دقيقتين
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,206,نظام صلاحيات المستندات — من يرى ماذا (وكيل، مشرف، مستثمر)
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,331,API عام للمطورين مع توثيق Swagger ومفاتيح API قابلة للإدارة
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,347,نظام إنذار مبكر — يُنبّه فريق المبيعات عند انخفاض معدل الإغلاق
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_crm_roadmap_part2.html,378,لوحة إدارة White-label — تخصيص الشعار، الألوان، والدومين لكل عميل
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,129,اسم المستأجر
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,198,✓ شهادة تسجيل زاتكا ستُرسل للمستأجر تلقائياً
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,230,المستأجر
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,957,المستأجر
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,95,معدل الامتثال
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,1064,✅ معلومات الامتثال والشروط
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,32,منصة متكاملة لإدارة العقود الإيجارية والحسابات المالية
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,58,⚡ إدارة العقود الإيجارية
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype.html,1170,ORCA CRM — منصة الإدارة العقارية المتكاملة © 2026
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,129,اسم المستأجر
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,198,✓ شهادة تسجيل زاتكا ستُرسل للمستأجر تلقائياً
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,230,المستأجر
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,957,المستأجر
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,95,معدل الامتثال
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,1064,✅ معلومات الامتثال والشروط
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,32,منصة متكاملة لإدارة العقود الإيجارية والحسابات المالية
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,58,⚡ إدارة العقود الإيجارية
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_Ijara_Accounting_Prototype_1.html,1170,ORCA CRM — منصة الإدارة العقارية المتكاملة © 2026
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_login_fullscreen_preview.html,103,هذه معاينة فقط. التسجيل الفعلي سيُربط لاحقًا بمسار ORCA المعتمد وسياسات Tenant.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_login_fullscreen_preview.html,103,هذه معاينة فقط. التسجيل الفعلي سيُربط لاحقًا بمسار ORCA المعتمد وسياسات Tenant.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_login_interactive_preview.html,101,هذه معاينة فقط. التسجيل الفعلي سيُربط لاحقًا بمسار ORCA المعتمد وسياسات Tenant.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/orca_login_interactive_preview.html,101,هذه معاينة فقط. التسجيل الفعلي سيُربط لاحقًا بمسار ORCA المعتمد وسياسات Tenant.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,74,| `هام` | **QUARANTINE** | مجلد محلي غير مصنف في Git ويحتوي تقرير Tenant واحد. |
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,80,"- Tenant: توجد ملفات `tenant-context`, `tenant-isolation`, `tenant-model-policy`, `tenant-prisma-enforcement`, و`tenant.ts`. الاختبارات الكثيرة تشير إلى أنها بنية حساسة؛ كلها `DO NOT TOUCH` حتى رسم تدفق الاعتماد."
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,91,| `tests/dedicated-copy-subscription-closure.test.ts` ونسخته داخل `.orca-audit` | نسخة tests هي الرسمية؛ نسخة audit تُحفظ ضمن أرشيف التدقيق ثم تزال |
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,102,- `.orca-audit/dedicated-final-cleanup-14480118-002027/dedicated-copy-subscription-closure.test.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,105,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/actions/agentSlots.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,106,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/actions/growth.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,107,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/actions/helpdesk.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,108,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/actions/payment.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,109,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/actions/users.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,110,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/api/cron/billing/route.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,111,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/api/v1/support/tickets/route.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,112,- `.orca-audit/dedicated-subscription-repair-14480117-232549/app/terms-and-conditions/page.tsx`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,113,- `.orca-audit/dedicated-subscription-repair-14480117-232549/components/views/AgentManagementView.tsx`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,114,- `.orca-audit/dedicated-subscription-repair-14480117-232549/diff-stat-before.txt`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,115,- `.orca-audit/dedicated-subscription-repair-14480117-232549/lib/server/internal.ts`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,116,- `.orca-audit/dedicated-subscription-repair-14480117-232549/status-before.txt`
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,117,- `.orca-audit/dedicated-subscription-repair-14480117-232549/working-diff-before.patch`
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,7,- المستودع على الفرع `main`، وHEAD الظاهر في التقرير هو `4c914c9`.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PHASE1_INVENTORY_REVIEW.md,81,- Auth/RBAC: توجد طبقات API auth وAuthContext وRBAC وحراس agents. لا يمكن اعتبارها أنظمة متعارضة من الأسماء فقط.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,291,- بوابات المالك والمستأجر.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,295,- Multi-tenant.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,296,- `tenantId` محور العزل.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,328,- تحقق من Tenant ownership لكل كيان.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,329,- امنع Cross-tenant references.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,398,- Tenant scoping.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,409,- منع Cross-tenant.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,425,- Tenant isolation.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,470,5. Tenant صحيح.
MULTI_TENANT_TERMINOLOGY,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,857,- Tenant scope.
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,508,8. Landing + Pricing + Footer
SAAS_SUBSCRIPTIONS_PACKAGES,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,527,- Coming Soon لا يغلق Landing/Pricing/Footer.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,90,- Login المعتمد.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,108,دمج الأعمال المعتمدة من الفروع وWorktrees إلى `REDC/main` دون استبدال التصميمات المعتمدة أو فقد ملفات أو إدخال تعارضات غير مرئية.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,115,- لا تستبدل Login المعتمد بنسخة قديمة.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,223,- Schema diff: ZERO أوفرق مفسر ومعتمد.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,286,- ZATCA.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,418,- ZATCA commit: `8bc559a`.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,585,## Accounting / ZATCA
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,658,- يوجد تصميم Login معتمد من المستخدم.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,659,- النسخة التي ظهرت لاحقًا محليًا لم تكن مطابقة للتصميم المعتمد.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,663,- يمنع استبدال Login المعتمد أثناء دمج Revenue Integrity.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,675,- التصميم المعتمد هو الموجود في `main`.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,847,إثبات أن كل Route معتمد موجود ويعمل من `REDC/main`.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,994,- Docs المعتمدة.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,995,- Scripts التشغيلية المعتمدة فقط.
LICENSE_OR_COMPLIANCE_CLAIMS,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,1030,- Login المعتمد يجب حمايته أثناء الدمج.
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,37,- فرع التكامل: `C:\Users\ali59\Desktop\REDC-INTEGRATION`
INTERNAL_ORG_ISOLATION,orca_baseline_extracted/04_REPORTS/DOWNLOADS/ORCA_PROJECT_KNOWLEDGE_MASTER_2026-06-26.md,44,2. أثبت المسار والفرع وHEAD.
